id,name,collector,street,city,state,zip,phone,contact,instructions,created_at,updated_at,amenities,email,fax
88,"3616 Garrott Townhomes, Inc.","Jane Cherrie, Treas.",3616 Garrott # 5,Houston,Texas,77006,713-524-8530,"",Collect 2 months in advance @ the monthly rate of        $ VARIES. Insurance is individually acquired. Please include a copy of the topportion of the closing statement.    ,2012-07-16 10:53:32,2012-12-03 17:18:06,"SECURITY, COMMON AREA LIGHTS, LAUNDRY, GAS, WATER AND UPKEEP OF THE COMMON AREAS.",,
89,4000 Montrose Townhomes,"","","",Texas,"","","","Trish Wells @ 526-5025   THIS ASSN. IS CURRENTLY NOT ASSESSING AN ANNUAL MAINT.   FEE AS OF THE DATE OF THIS REPORT; WE SUGGEST ACQUIRING A SIGNED STATEMENT    FROM THE SELLER THAT THE SELLER IS CURRENTLY NOT PAYING ANY FEES TO ANY ASSN.,THEREFORE HOLDING HARMLESS XXXXXXXXX TITLE AND MISI. SHOULD THE ASSN. BEGIN ASSESSING IN THE FUTURE, MISI IS NOT RESPONSIBLE FOR ANY RETROACTIVE FEES.",2012-07-16 10:53:32,2013-02-08 17:35:19,"",,
90,4118 Sherwood Lane Townhomes Association,Evie Baron-Hernandez,4118 Sherwood Lane # 23,Houston,Texas,77092,713-688-6760,"",Collect 2 months in advance @ the monthly rate of  S VARIES.  Insurance is thru Stan Migura @ 281-499-7676.  Sales incur a $ 75.00 transfer fee payable to the Association.  Refinances incur no processing fee.  Please include a copy of the top portion of the closing statement.,2012-07-16 10:53:32,2012-12-03 17:19:11,SECURITY GATE AND LANDSCAPING ON THE COMMON AREAS.,,
81,2920 West Maintenance Association,Iris Blackwell,P.O. Box 544,Tomball,Texas,77377-0544,281-255-8890,Corey Choate: 281-782-7860,"Sales incur a $15.00 Transfer Fee. Refinances incur no Processing Fee. At closing, include a copy of the top portion of the closing statement with remittance.                                                                                                                                                                                                                                                            ",2012-07-16 10:53:28,2018-01-29 17:00:29.375138,STREET REPAIRS AND UPKEEP OF LANDSCAPING.,"",""
64,2417 Potomac T.H. Association,Joe Thomas,2421-D Potomac,Houston,Texas,77057,713-782-6634,"","**THE MAINTENANCE ASSESSMENTS ARE NOT MANDATORY, HOWEVER PARTICIPATION IS ENCOURAGED** Sales & Refinances incur no other fees at this time. At closing, please send a copy of the top portion of the closing         statement.",2012-07-16 10:53:22,2018-01-25 18:07:20.44819,"",joelthom@swbell.net,""
91,4145 Greenbriar Association,Midway Management,5200 San Felipe,Houston,Texas,77056,713-629-5200,"",Please include a copy of the top portion of the closing  statement.,2012-07-16 10:53:33,2012-12-03 17:19:32,"",,
95,5025 Tangleland Owners Association,N/A,N/A,N/A,Texas,N/A,N/A,"","",2012-07-16 10:53:35,2013-02-08 17:34:44,"",,
97,5106 Del Monte Condominiums,Betty Shoemate,4306 Regency Villa,Houston,Texas,77084,281-855-3155,"","Insurance is thru State Farm, Billy Baldwin. Collect one month in advance at the monthly rate of $ VARIES. Include a copy of the top   portion of the closing statement.",2012-07-16 10:53:36,2012-12-03 17:25:07,"",,
98,5136 Del Monte Condominiums Association,C.J. Kehoe,P.O. Box 130471,Houston,Texas,77219,713-623-0017,"",Insurance is thru Dwain Barnes @ 980-0990. Contact the   Association for Right of First Refusal. Include a copy of the top portion of  the closing statement.,2012-07-16 10:53:36,2012-12-03 17:25:30,"",,
99,5212 Briar Drive Homeowners Association,Sandy Griffin,5212 Briar Drive East,Houston,Texas,77056,713-993-0720,"","Please include a copy of the top portion of the closing  statement.  Assessment includes trash pick up, gatephone, and maintenance, and upkeep on common grounds.",2012-07-16 10:53:37,2012-12-03 17:26:33,"",,
2214,Kingsbridge Place Community Association,High Sierra Management,P.O. Box 940267,Houston,Texas,77094,866-844-3933,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.homewisedocs.com.  FOR TECHNICAL ASSISTANCE WITH THIS WEBSITE, CALL TOLL FREE : 1-866-925-5004.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:11:57,2014-01-08 03:07:50.585109,"","",""
102,5656 San Felipe Place Association,Dorothy Reina,5656 San Felipe Place # 2,Houston,Texas,77056,713-871-1569,"",Sales and Refinances incur no fees. Insurance is individually acquired. Include a copy of the top portion of the closing statement.,2012-07-16 10:53:39,2012-12-03 17:30:19,"WATER, TRASH PICK-UP, CABLE, POOL AND LANDSCAPING ON COMMON AREAS.",,
104,5910 Winsome Place Homeowners Association,"Claude V. Perrier, III","811 Dallas, Suite 1340",Houston,Texas,77002,713-751-0409,"","Collect 2 months in advance @ the monthly rate of $VARIESInsurance is individually acquired. Include a copy of the top portion of the  closing statement. *THE STATUS OF THE FEES WAS ACQUIRED FROM FIDELITY NATIONALTITLE CO. WE SUGGEST ACQUIRING A STATEMENT TO BE SIGNED BY THE SELLER & BUYER,HOLDING HARMLESS M.I.S.I. IN THE EVENT OF A CLAIM UP THRU THE DATE OF CLOSING.",2012-07-16 10:53:40,2012-12-03 17:31:55,WATER ONLY,,
105,5920 Valley Forge Owners Association,Susan Routh,5920 Valley Forge # B,Houston,Texas,77057,713-864-7777,"",Please include a copy of the top portion of the closing  statement.,2012-07-16 10:53:40,2012-12-03 17:32:17,"",,
107,600 Allen Genoa,Mrs. Salinas,"","",Texas,"",713-517-5370,"","",2012-07-16 10:53:41,2013-02-08 17:36:13,"",,
110,6003 Valley Forge,"","","",Texas,"","","","THIS ASSN. IS CURRENTLY NOT ASSESSING AN ANNUAL MAINTENANCE FEE AS OF THE DATE OF THIS REPORT; WE SUGGEST ACQUIRING A SIGNED STATEMENT  FROM THE SELLER THAT THE SELLER IS CURRENTLY NOT PAYING ANY FEES TO ANY ASSN.,THEREFORE HOLDING HARMLESS XXXXXXXXX TITLE AND MISI. SHOULD THE ASSN. BEGIN ASSESSING IN THE FUTURE, MISI IS NOT RESPONSIBLE FOR ANY RETROACTIVE FEES.",2012-07-16 10:53:42,2013-02-08 17:35:41,"",,
111,"6004 Inwood, Westhaven Estates",Mark Ulrich,"","",Texas,"",713-266-5792,"",Collect 1 month in advance. Insurance is individually acquired. Please include a copy of the top portion of the closing statement.,2012-07-16 10:53:42,2013-02-08 17:36:27,"",,
112,"6079 & 6085 Woodway,  Westhaven Estates","","","",Texas,"","","","THIS ASSN. IS CURRENTLY NOT ASSESSING AN ANNUAL MAINTENANCE FEE AS OF THE DATE OF THIS REPORT; WE SUGGEST ACQUIRING A SIGNED STATEMENT FROM THE SELLER THAT THE SELLER IS CURRENTLY NOT PAYING ANY FEES TO ANY ASSN.,THEREFORE HOLDING HARMLESS XXXXXXXX TITLE AND MISI. SHOULD THE ASSN. BEGIN ASSESSING IN THE FUTURE, MISI IS NOT RESPONSIBLE FOR ANY RETROACTIVE FEES.",2012-07-16 10:53:42,2013-02-08 17:36:46,"",,
113,6105 Inwood Westhaven Estates P.O.A,Patrick McGrath,6105 E. Inwood,Houston,Texas,77019,713-784-6259,"","Sales & refinances do not require any bookeeping fees.   Include a copy of the top portion of the closing statement. PER MR. MCGRATH, THIS ASSN NO LONGER IS ASSESSING FEES.",2012-07-16 10:53:43,2012-12-03 17:43:21,"",,
114,"6109 Burgoyne, Westhaven Estates",Brenda,"","",Texas,"","","","THIS ASSN. IS CURRENTLY NOT ASSESSING AN ANNUAL MAINTENANCE FEE AS OF THE DATE OF THIS REPORT; WE SUGGEST ACQUIRING A SIGNED STATEMENT FROM THE SELLER THAT THE SELLER IS CURRENTLY NOT PAYING ANY FEES TO ANY ASSN.,THEREFORE HOLDING HARMLESS XXXXXXXXX TITLE AND MISI. SHOULD THE ASSN. BEGIN ASSESSING IN THE FUTURE, MISI IS NOT RESPONSIBLE FOR ANY RETROACTIVE FEES.",2012-07-16 10:53:43,2013-02-08 17:37:13,"",,
6298,Upland Place H O A,"",P.O. Box 19399,Houston,Texas,77224-9399,713-722-8511,Mr. Hyung Yu(Euro General Construction) 713-412-4116(c)/(o)713-206-6562,"THIS ASSOCIATION IS IN TRANSITION, AND IS CURRENTLY BEING MONITORED BY EURO GENERAL CONSTRUCTION. ",2016-07-22 19:21:30.148088,2016-07-22 19:23:35.927236,"","",""
106,60 Briar Hollow H O A,Blas Pina,60-D Briar Hollow Lane,Houston,Texas,77027,713-447-6574,"","On sales, although the association does not require it, we suggest collecting 2 months advance assessments as a buffer for the purchaser. Sales & Refinances incur no other fees. At closing, please send a copy of the top portion of the closing statement for records. ",2012-07-16 10:53:40,2018-01-23 19:24:07.247626,5 units - special assessments are necessary from time to time to cover common areas maintenance and repair. ,blas_pina@yahoo.com,""
85,3202-3214 Mid Lane H O A,Susan Penn,3204 Mid Lane,Houston,Texas,77027,713-622-1097,"","Sales and Refinances incur no fees. No advance assessments required. Please send a copy of  the top portion of the closing statement, including the buyer's current email.",2012-07-16 10:53:30,2017-10-17 16:07:10.991764,"","",""
101,Courtyards of Briar Hollow HOA Inc(FKA 56 Briar Hollow HOA),"Thomas Mansford, III, board member",56 Briar Hollow #3,Houston,Texas,77027,832-867-9829,"","Sales & Refinances incur no other fees. At closing, please include a copy of the top portion of the closing statement for records.",2012-07-16 10:53:38,2018-04-16 14:37:09.347195,"","",""
2326,Lakecrest Forest and Village Homeowners Association,High Sierra Management,P.O. Box 940267,Houston,Texas,77094,866-844-3933,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.homewisedocs.com.  FOR TECHNICAL ASSISTANCE WITH THIS WEBSITE, CALL TOLL FREE : 1-866-925-5004.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:12:57,2018-07-26 00:59:50.251692,"","",""
116,6T Ranch Maintenance Fund,Diane Pruscek,20701 Haymeadow Court,Waller,Texas,77484,936-372-9816,Diane Cutaia @ 351-9900,"MAINTENANCE FEES ARE NOT ASSESSED ON VACANT LOTS. WHEN   A HOME IS BUILT, COLLECT THE CURRENT YEAR MAINTENANCE FEE OF $120.00. Include a copy of the top portion of the closing statement.",2012-07-16 10:53:44,2012-12-03 17:45:52,"",,
117,7 Hyde Park Townhomes Association,Joanne O'Brien,7 Hyde Park,Houston,Texas,77006,713-528-3186,Mail Out,"Insurance is thru State Farm, Brant Williams @ 448-0241. Please include a copy of the top portion of the closing statement.",2012-07-16 10:53:44,2012-12-03 17:46:50,"",,
2285,Lake Colony Community Service Association,N/A,N/A,N/A,Texas,N/A,N/A,"",SEE: FIRST COLONY C.S.A.,2012-07-16 11:12:35,2013-01-28 17:34:48,"",,
118,700 Fowler Place Townhomes Association,Ken Kishida,700 Fowler,Houston,Texas,77007,832-567-0321,"",Collect 2 months in advance @ the monthly rate of  $ 75.00. Insurance is individually acquired. Include a copy of the top portionof the closing statement.,2012-07-16 10:53:45,2012-12-03 17:47:15,"",,
120,7639 Beechnut Condominiums Co-Owners,N/A,N/A,N/A,Texas,N/A,N/A,"",This assn. is currently not assessing an annual maint. fee as of the date of this report. We suggest acquiring a signed statement from the seller that the seller is currently not paying any fees to any assn. Therefore holding harmless XXXXXXXXXX Title & MISI. Should the assn. begin assessing in the future. MISI is not responsible for any retroactive fees.,2012-07-16 10:53:46,2013-02-08 17:37:40,"",,
108,Six Hundred Richmond T.H. HOA,Rusty Smith,P.O. Box 667089,Houston,Texas,77266,713-874-1648,"","At closing, send a copy of the top portion of the closing statement with remittance.",2012-07-16 10:53:41,2014-03-07 18:35:15.332072,"","",""
115,6750 Sands Point Townhome Association,Richard Management Company,14615 County Cress Drive,Houston,Texas,77047,281-460-2754,July 2015: Kellie Richard,"On closings, collect 3 months in advance at the current monthly rate reflected above payable to the HOA.  Also, collect a $ 125.00 transfer fee payable in a separate check to Richard Management.  Insurance is thru Gallagher Ins,  @ 281-655-6742 FAX # 281-655-6942.    Please include a copy of the top portion of the closing statement.",2012-07-16 10:53:43,2015-07-02 13:37:47.972539,"TRASH PICK-UP, WATER, UPKEEP OF LANDSCAPING.",Kellie@RichardManagement.com,713-731-9040
122,"8000 Woodway Association, Inc.",Dan Neskora,8004 Woodway,Houston,Texas,77063,713-587-0280,Dan cell: 713-775-5200,Sales & Refinances incur no other fees. Common area insurance is through JMS Insurance Agency LLC @ 281-494-1500. Homeowners insurance is individually acquired. No advance monthly assessments are required. Please send a copy of the top portion of the closing statement. ,2012-07-16 10:53:47,2013-01-18 16:37:55,LIGHTS AND LANDSCAPING ON COMMON AREAS.,,
124,900 W. Main T.H.,N/A,N/A,N/A,Texas,N/A,N/A,"",THIS ASSN. IS CURRENTLY NOT ASSESSING AN ANNUAL MAINTENANCE FEE WE SUGGEST ACQUIRING A DOCUMENT TO BE SIGNED BY THE SELLER SAYING THAT THEY ARE PAYING NO FEES TO ANY ASSN. THEREFORE HOLDING HARMLESS XXXXXXXXX TITLE AND MISI SHOULD THE ASSN. BEGIN TO ASSESS IN THE FUTURE. MISI IS NOT RESPONSIBLE FOR ANY RETROACTIVE FEES.,2012-07-16 10:53:48,2013-02-08 17:38:10,"",,
126,A.R.Y.A. HOA,Eric Walker,6417 Wescott,Houston,Texas,77007,281-477-4339,"",Include a copy of the top portion of the closing statement,2012-07-16 10:53:49,2012-12-03 18:15:15,"",,
131,Abstract 121-I Bunker,N/A,N/A,N/A,Texas,N/A,N/A,"",This association is currently not assessing,2012-07-16 10:53:50,2013-02-08 17:38:25,"",,
132,Acapulco Village Owners Association,Schiller,7318 Carew,Houston,Texas,77074,713-771-6137,680-6397 Work,Please include a copy of the top portion of the closing  statement.,2012-07-16 10:53:51,2012-12-03 18:27:10,GENERAL UPKEEP OF COMMON AREAS AND STREET REPAIRS.,,
134,Afton Oaks Townhomes Association,Team Plus Management,P.O. Box 58425,Houston,Texas,77258,713-662-8528,Patricia Purcell,"CLOSING INFORMATION MUST BE SECURED DIRECTLY FROM THE MANAGMENT COMPANY BY EMAILING PATRTICIA AT teamplus@aol.com. PAYMENT MAY BE REQUIRED AT TIME OF REQUEST. AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT WITH REMITTANCE. www.teamplusmanagement.com",2012-07-16 10:53:52,2012-12-03 18:31:30,"",,
135,Afton Place HOA,"","","",Texas,"","","",THIS ASSN IS CURRENTLY NOT ASSESSING AN ANNUAL MAINT FEE WE SUGGEST ACQUIRING A DOCUMENT TO BE SIGNED BY THE SELLER STATING THAT NO    FEES ARE PAID TO ANY ASSN; THEREFORE HOLDING HARMLESS XXXXXXXXXXXX TITLE &    MISI SHOULD THE ASSN BEGIN ASSESSING IN THE FUTURE. MISI IS NOT RESPONSIBLE   FOR ANY RETROACTIVE FEES.,2012-07-16 10:53:52,2012-12-03 20:56:36,"",,
5896,Green Tee Terrace H.A. ,"",P.O. Box 368,Pearland,Texas,77588-0368,"","","THIS ASSOCIATION ASSESSES VOLUNTARY MEMBERSHIP DUES, AN APPLICATION IS ATTACHED. BASED ON THE ASSOCIATION BY-LAWS, MEMBERSHIP ALLOWS FOR VOTING RIGHTS WITHIN THE ASSOCIATION. COMMUNITY INFORMATION CAN BE FOUND AT THE WEB ADDRESS LISTED ABOVE. SHOULD THE ASSOCIATION BEGIN TO ASSESS MANDATORY FEES IN THE FUTURE, MISI & ---------- TITLE ARE NOT RESPONSIBLE FOR ANY RETROACTIVE FEES.",2014-03-06 21:49:44.050602,2014-03-07 15:48:06.166469,"",www.greenteeterrace.com,""
140,Alana Park Townhomes POA,Randy Haws,1601 McDonald,Houston,Texas,77007,713-412-2158,"",Include a copy of the top portion of the closing statement and a $75.00 fee for a resale certificate.,2012-07-16 10:53:56,2012-12-03 18:38:08,"",,
143,Albury Place Condominium,Tips In Real Estate,4201 FM 1960 W #305,Houston,Texas,77068,281-440-6918,Barbara Mattocks,In a check to TIPS remit a $75.00 transfer fee and include a copy of the top portion of the closing statement.,2012-07-16 10:53:59,2012-12-03 18:40:53,"",,
144,Alcorn Bend Community Service Association,"","","",Alabama,"","","",SEE: FIRST COLONY C.S.A.,2012-07-16 10:53:59,2012-12-03 18:41:12,"",,
123,811 Lovett Townhomes Association,Real Manage,"2633 McKinney Avenue, #130-502",Dallas,Texas,75204,281-531-0002,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.ciranet.com.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 10:53:47,2014-10-06 18:00:54.689066,"LIGHTS, GAS & LANDSCAPING ON COMMON AREAS, POOL & CABLE.","",""
422,Bellefontaine Plaza H O A,N/A,N/A,"",Texas,"",N/A,"",This association is currently not assessing any fees.,2012-07-16 10:56:16,2013-08-20 15:34:13.773059,"",,
127,Aberdeen Business Park,Crest Management,P.O. Box 219320,Houston,Texas,77218-9320,281-579-0761,"","Sales incur a $205.00 transfer fee payable to Crest.    Refinances incur a $75.00 processing fee. At closing, include a copy of the top portion of the closing statement with remittance.  QUOTE VALID 30 DAYS FROM DATE OF ISSUANCE!  $200.00 for a Resale Certificate, if requested.",2012-07-16 10:53:49,2018-06-08 20:41:25.52838,"","",""
3811,Silver Ranch C.A.,Crest Management,P.O. Box 219320,Houston,Texas,77218-9320,281-579-0761,"","Sales incur a $205.00 Transfer Fee payable to Crest. Refinances incur a $75.00 Processing Fee. $225.00 for a Resale Certificate, if requested.  At closing, include a copy of the top portion of the closing statement with remittance.  QUOTE VALID 30 DAYS FROM DATE OF ISSUANCE!",2012-07-16 11:26:21,2018-09-20 17:39:02.647789,"","",""
125,940 Wycliffe Townhomes,James Berryman,"940 Wycliffe Drive, #9",Houston,Texas,77079-3500,713-551-0354,"","On sales, collect 2 months advance @ $250.00 p/m. Sales and Refinances incur no other fees at this time. At closing, please send a copy of the top portion of the closing statement.",2012-07-16 10:53:48,2016-01-04 17:33:48.465018,"",jpberryman@att.net,""
146,Alief Village Patio Homes P. O. A. Inc.,"Gladys Moreno, Treas",4235 Alief Village Dr.,Houston,Texas,77072,281-495-9683,"",Sales incur a $ 10.00 transfer fee payable to the Association. Refinances incur no processing fee. Include a copy of the top portion of the closing statement.,2012-07-16 10:54:00,2012-12-03 18:42:09,"",,
147,Allegro Village  (Spring Branch Estates Sec.2),Terry Nassour,Franklin Federal Bank,"",Texas,"",512-479-3168,"","THIS ASSN. IS CURRENTLY NOT ASSESSING AN ANNUAL MAINT.   FEE AS OF THE DATE OF THIS REPORT; WE SUGGEST ACQUIRING A SIGNED STATEMENT    FROM THE SELLER THAT THE SELLER IS CURRENTLY NOT PAYING ANY FEES TO ANY ASSN.,THEREFORE HOLDING HARMLESS XXXXXXXXXX TITLE AND MISI. SHOULD THE ASSN. BEGIN  ASSESSING IN THE FUTURE, MISI IS NOT RESPONSIBLE FOR ANY RETROACTIVE FEES.",2012-07-16 10:54:00,2012-12-03 18:42:53,"",,
150,Almeda Square Townhomes Association,Southgate Townhomes,"","",Alabama,"",713-433-7400,"","THIS ASSN. IS CURRENTLY NOT ASSESSING AN ANNUAL MAINT.   FEE AS OF THE DATE OF THIS REPORT; WE SUGGEST ACQUIRING A SIGNED STATEMENT    FROM THE SELLER THAT THE SELLER IS CURRENTLY NOT PAYING ANY FEES TO ANY ASSN.,THEREFORE HOLDING HARMLESS XXXXXXXXX TITLE AND MISI. SHOULD THE ASSN. BEGIN   ASSESSING IN THE FUTURE, MISI IS NOT RESPONSIBLE FOR ANY RETROACTIVE FEES.",2012-07-16 10:54:01,2012-12-03 18:52:26,"",,
151,Altamira Civic Association,"","","",Alabama,"","","",SEE MISSION BEND CIVIC ASSOCIATION: ALTAMIRA IS LOCATED  IN MISSION BEND.,2012-07-16 10:54:01,2012-12-03 18:52:49,"",,
